"Y"	"X1"	"X2"	"X3"	"X4"	"X5"	"X6"	"X7"	"X8"	"X9"	"X10"	"X11"	"X12"	"X13"	"X14"	"X15"	"X16"	"X17"	"X18"	"X19"	"X20"	"X21"	"X22"	"X23"	"X24"	"X25"	"X26"	"X27"	"X28"	"X29"	"X30"	"X31"	"X32"	"X33"	"X34"	"X35"	"X36"	"X37"	"X38"	"X39"	"X40"	"X41"	"X42"	"X43"	"X44"	"X45"	"X46"	"X47"	"X48"	"X49"	"X50"
0	13.46	20.8	7.17	10.05	78.25	73.47	89.92	8.01	1013.02	1.85	4.11	4.32	11	22.36	28.5	16.4	14.76	64.5	61.95	78.14	9.35	1012.01	25.12	6.15	4.19	11.46	20.3733333333333	12.5066666666667	76.1633333333333	65.2933333333333	5.7	1015.58	21.3066666666667	13.7366666666667	77.8666666666667	58.2866666666667	0.52	1016.03333333333	27.265	20.33	59.035	50.23	0.28	1010.15	29.546	22.726	83.59	73.17	180.64	1010.53
0	22.39	27.62	17.32	19.78	84.64	79.09	89.81	5.22	1012.29	4.12	3.9	3.91	2.78	23.65	28.36	19.09	18.29	74.4	65.32	88.59	7.32	1013.6	37.12	4.72	3.6	12.74	22.43	16.08	77.9266666666667	67.9566666666667	0.39	1016.92666666667	23.9	17.2566666666667	74.6566666666667	61.0233333333333	-0.46	1017.94333333333	34.35	24.425	50.995	46.78	0.53	1008.955	29.97	24.966	86.982	77.502	147.33	1009.716
0	15.41	23.32	8.93	8.61	67.26	59.54	79.49	9.83	1014.07	-1.85	3.67	2.8	9.11	24.56	32.93	19.43	17.26	61.36	50.84	85.6	12.78	1007.84	9.7	3.45	3.53	10.36	21.33	14.11	86.13	62.53	2.56	1016.9	25.5633333333333	17.9566666666667	75.8766666666667	54.3933333333333	4.06	1012.51333333333	28.085	19.88	67.955	51.045	2.71	1011.01	32.026	24.844	81.88	65.158	132.15	1009.236
0	13.46	20.8	7.17	10.05	78.25	73.47	89.92	8.01	1013.02	1.85	4.11	4.32	11	22.36	28.5	16.4	14.76	64.5	61.95	78.14	9.35	1012.01	25.12	6.15	4.19	11.46	20.3733333333333	12.5066666666667	76.1633333333333	65.2933333333333	5.7	1015.58	21.3066666666667	13.7366666666667	77.8666666666667	58.2866666666667	0.52	1016.03333333333	27.265	20.33	59.035	50.23	0.28	1010.15	29.546	22.726	83.59	73.17	180.64	1010.53
1	12.39	19	5.63	7.95	64.75	67.9	77.82	7.67	1016.97	0.29	4.26	3.64	11.37	21.19	27.08	17.29	17.76	82.79	67.21	87.39	9.32	1009.13	71.6	6.32	4.17	9.79	22.25	13.52	74.5	62.3333333333333	0.86	1013.92666666667	22.7066666666667	13.19	67.8133333333333	53.2366666666667	-0.21	1015.09333333333	27.36	17.75	41.555	35.335	0.09	1011.31	25.974	20.564	85.506	76.134	196.32	1010.71
1	13.16	23.42	4.5	4.85	65.82	48.47	77.67	8.7	1006.54	-0.09	2.21	1.34	11.95	24.37	30.19	18.88	19.88	79.96	72.22	88.37	6.71	1006.84	33.67	5.3	3.37	13.85	17.9166666666667	9.19333333333333	77.2	63.37	10.22	1018.46333333333	22.91	15.1266666666667	71.2366666666667	58.92	0.39	1014.37333333333	25.345	16.745	59.055	47.705	0.67	1011.315	25.758	19.864	87.304	80.954	133.15	1007.882
1	12.95	21.48	5.9	8.16	71.05	61.91	78.89	7.09	1012.89	0	4.23	3	10.17	21.79	26.53	17.88	18.19	85.54	76.13	89.49	7.08	1010.99	85.6	6.57	4.38	11.2	20.58	12.4833333333333	73.28	61.61	4.9	1016.91	24.8833333333333	16.3533333333333	67.92	51.9566666666667	4.5	1012.79	24.515	14.76	58.03	44.16	1.13	1015.58	27.074	21.526	86.094	76.06	171.67	1009.342
0	9.99	18.18	3.17	4.51	70.67	56.14	85.23	6.57	1020.87	0	3.73	4.43	12.84	22.45	29.14	17.41	17.87	77.16	65.36	90.26	8.51	1009.21	21.76	4.75	3.36	9.61	23.61	16.1066666666667	76.2533333333333	67.49	1.54	1015.36	24.19	15.4933333333333	68.6766666666667	57.03	0.85	1014.23	24.225	15.565	47.985	45.64	2.67	1019.47	28.016	21.906	88.726	80.02	127.4	1010.79
0	14.38	20.04	9.53	9.92	69.47	71.85	81.89	5.56	1015.95	0.37	4.88	4.19	11.55	21.95	27.95	18.36	19.21	83.99	76.46	89.27	7.87	1007.73	137.54	6.08	4.3	8.88	23.23	15.2966666666667	77.8333333333333	66.2733333333333	0.41	1012.67333333333	24.05	15.53	69.2566666666667	57.32	0.58	1013.08333333333	29.91	18.57	41.645	38.06	-0.12	1009.97	26.964	21.906	86.112	79.628	285.65	1009.988
1	14.17	21.94	7.59	9.71	74.08	65.84	82.3	7.38	1012.84	0.05	4.45	3.36	9.83	22.54	27.32	18.79	19.23	84.4	76.23	90.25	7.02	1010.51	85.5	6.56	4.34	10.72	21.4733333333333	13.7466666666667	73.03	63.3633333333333	5.16	1016.47333333333	25.7166666666667	17.45	68.6933333333333	54.0233333333333	4.48	1012.16333333333	25.375	15.7	54.43	45.405	-0.44	1015.28	27.616	22.166	86.94	77.236	182.88	1008.992
0	11.23	19.82	6.54	5.04	64.21	53.27	74.6	8.35	1017.49	0	3.51	2.57	12.85	23.82	28.93	19.38	21.1	85.59	75.53	92.41	8.19	1005.43	134.2	6.82	4.61	7.62	19.7066666666667	11.17	74.44	60.3933333333333	8.68	1018.27333333333	25.1966666666667	15.9333333333333	53.0966666666667	44.0566666666667	0	1013.59333333333	22.455	15.05	59.77	49.35	-0.15	1014.055	26.74	21.732	86.744	80.208	205.94	1011.248
0	10.77	19.18	4.56	5.28	68.98	52.88	78.91	7.43	1018.12	0.14	2.76	2.13	10.68	22.84	27.92	19.13	19.26	82.97	74.16	93.51	7.35	1011.53	143.37	6.68	4.47	9.54	19.8966666666667	11.0366666666667	67.0966666666667	56.4733333333333	1.44	1015.55666666667	19.4033333333333	11.9833333333333	66.05	51.76	0.24	1017.17333333333	26.585	19.21	59.415	52.91	1.67	1010.44	27.032	21.424	91.314	81.86	338.58	1010.596
0	14.38	20.04	9.53	9.92	69.47	71.85	81.89	5.56	1015.95	0.37	4.88	4.19	11.55	21.95	27.95	18.36	19.21	83.99	76.46	89.27	7.87	1007.73	137.54	6.08	4.3	8.88	23.23	15.2966666666667	77.8333333333333	66.2733333333333	0.41	1012.67333333333	24.05	15.53	69.2566666666667	57.32	0.58	1013.08333333333	29.91	18.57	41.645	38.06	-0.12	1009.97	26.964	21.906	86.112	79.628	285.65	1009.988
0	14.61	19.56	9.16	9.03	71.62	53.95	85.91	7.84	1017.98	68.18	5.69	4.69	5.43	26.42	31.87	22.11	21.06	76.08	67.65	85.07	9.86	1009.69	54.97	5.08	3.95	10.68	21.4966666666667	13.7866666666667	82.7066666666667	67.99	8.4	1015.19666666667	23.9066666666667	17.17	85.4133333333333	68.1833333333333	40.89	1011.75	27.26	20.14	60.35	55.265	0	1012.39	29.376	24.118	87.242	78.764	203.97	1010.43
1	22.39	27.62	17.32	19.78	84.64	79.09	89.81	5.22	1012.29	4.12	3.9	3.91	2.78	23.65	28.36	19.09	18.29	74.4	65.32	88.59	7.32	1013.6	37.12	4.72	3.6	12.74	22.43	16.08	77.9266666666667	67.9566666666667	0.39	1016.92666666667	23.9	17.2566666666667	74.6566666666667	61.0233333333333	-0.46	1017.94333333333	34.35	24.425	50.995	46.78	0.53	1008.955	29.97	24.966	86.982	77.502	147.33	1009.716
1	9.99	18.18	3.17	4.51	70.67	56.14	85.23	6.57	1020.87	0	3.73	4.43	12.84	24.19	29.71	19.6	19.34	77.44	63.97	88.81	8.57	1006.96	37.12	5.4	4.68	10.15	23.61	16.1066666666667	76.2533333333333	67.49	1.54	1015.36	24.19	15.4933333333333	68.6766666666667	57.03	0.85	1014.23	24.225	15.565	47.985	45.64	2.67	1019.47	29.046	23.124	88.444	76.38	159.32	1009.742
0	11.65	20.29	7.03	5.37	63.73	55.07	74.07	8.84	1017.5	0	3.37	2.73	13.82	24.99	30.58	20.06	20.89	78.33	64.24	88.79	9.83	1005.25	138.53	5.47	4.07	10.5	19.99	11.9266666666667	72.8333333333333	59.9433333333333	8.71	1018.27333333333	25.5166666666667	16.64	53.9866666666667	43.2033333333333	0	1013.61666666667	23.14	14.98	61.115	49.14	-0.28	1014.465	29.276	23.786	86.752	79.638	259.76	1007.978
0	11.65	20.29	7.03	5.37	63.73	55.07	74.07	8.84	1017.5	0	3.37	2.73	13.82	24.99	30.58	20.06	20.89	78.33	64.24	88.79	9.83	1005.25	138.53	5.47	4.07	10.5	19.99	11.9266666666667	72.8333333333333	59.9433333333333	8.71	1018.27333333333	25.5166666666667	16.64	53.9866666666667	43.2033333333333	0	1013.61666666667	23.14	14.98	61.115	49.14	-0.28	1014.465	29.276	23.786	86.752	79.638	259.76	1007.978
0	16.83	21.41	12.18	12.97	75.95	71.44	87.32	8.22	1015.76	0.46	5.56	4.83	11.05	23.42	29.26	19.95	21.09	84.86	76.31	92.08	9.1	1007.43	149.06	6.08	4.39	8.23	23.5633333333333	17.1866666666667	82.4366666666667	71.2533333333333	0.51	1012.34666666667	25.0666666666667	17.29	72.36	61.5633333333333	1.07	1012.56333333333	31.475	19.78	42.53	41.46	-0.23	1009.65	28.478	23.504	88.024	81.85	298.77	1009.588
1	16.47	22.61	10.42	13.69	81.09	74.68	90.11	7.99	1012.81	0.35	5	4.14	9.31	24.34	29.14	20.72	21.06	84.9	76.56	92.44	8.14	1010.16	79.14	6.56	4.27	9.92	22.7	15.7633333333333	74.7666666666667	67.8366666666667	8.16	1016.19333333333	26.9333333333333	19.27	73.1	58.7266666666667	9.28	1011.69666666667	27.06	17.14	50.42	47.5	-0.66	1014.95	28.944	23.728	88.212	79.582	189.49	1008.818
0	10.59	18.76	3.31	5.52	74.2	58.52	86.01	6.65	1020.36	0	3.44	4.25	13.13	24.62	30.41	20.13	20.41	77.83	60.26	87.34	9.67	1006.92	35.37	5.28	4.7	9.83	24.4633333333333	17.65	78.0933333333333	67.3533333333333	5.11	1014.62666666667	24.97	17.0566666666667	67.7266666666667	55.87	1.13	1013.91	24.855	15.48	50.005	47.965	4.04	1018.98	30.33	24.05	86.266	73.528	152.2	1009.578
0	11.98	19.26	6.15	7.51	68.88	51.91	82.25	7.36	1017.74	0.16	2.68	2.35	10.35	24.13	29.42	20.5	20.88	83.62	72.99	95.16	7.97	1011.38	129.77	6.85	4.54	10.13	20.2933333333333	12.12	69.9666666666667	58.5266666666667	3.67	1015.33333333333	20.2	13.65	70.41	52.4066666666667	0.38	1016.91666666667	27.035	19.865	60.275	53.115	3.78	1010.265	28.292	22.592	91.708	82.652	281.37	1010.418
1	17.09	22.71	10.2	14.54	81.04	72.16	95.01	8.54	1013.99	1.08	4.45	4.26	9.06	25.58	32.25	20.03	17.3	69.11	57.24	86.82	10.17	1009.49	35.9	4.08	2.96	8.48	22.7	16.5466666666667	87.4433333333333	69.9633333333333	0.75	1016.33666666667	26.6	19.4666666666667	73.4333333333333	57.92	2.46	1011.51	26.685	20.67	66.675	53.975	-1.99	1014.985	28.954	23.752	88.322	76.398	204.23	1010.408
0	10.91	20.8	3.68	4.44	64.23	51.48	74.01	12.08	1017.92	0.06	2.29	1.99	9.45	26.25	32.36	21.13	21.49	75.02	66.69	86.24	10.96	1004.69	65.59	5.57	4.16	13.2	19.16	12.5133333333333	83.9566666666667	69.5433333333333	1	1015.35333333333	25.49	17.2433333333333	71.4966666666667	59.8566666666667	1.83	1014.53333333333	22.955	16.655	73.07	65.205	7.86	1015.31	29.812	24.274	87.818	77.626	251.12	1010.008
1	13.4	20.09	10.07	9.66	70.58	61.74	80.51	7.58	1014.96	0.07	5.26	3.94	8.78	25.34	28.91	21.53	22.45	82.59	69.99	90.79	8.19	1008.91	70.53	6.38	4.38	7.7	21.2366666666667	13.9366666666667	75.78	63.5133333333333	5.74	1015.63	24.2433333333333	16.7	61.11	53.01	0.14	1015.97666666667	28.16	20.045	62.92	50.26	12.43	1013.22	28.646	24.094	90.27	80.488	155.18	1009.742
1	16.53	23.26	9.68	11.85	76.58	60.21	86.38	4.22	1006.34	-0.44	3.13	2.93	9.67	27.27	33.15	23.08	22.96	76.46	68.71	86.7	6.12	1006.71	38.99	4.41	2.71	10.95	20.4033333333333	13.1366666666667	78.7533333333333	69.7966666666667	5.16	1017.73	25.36	18.6466666666667	71.4533333333333	64.0033333333333	-1.48	1013.02	27.3	18.8	67.195	59.4	2.17	1011.41	28.05	23.73	86.02	78.254	138.81	1007.758
1	10.59	18.76	3.31	5.52	74.2	58.52	86.01	6.65	1020.36	0	3.44	4.25	13.13	24.62	30.41	20.13	20.41	77.83	60.26	87.34	9.67	1006.92	35.37	5.28	4.7	9.83	24.4633333333333	17.65	78.0933333333333	67.3533333333333	5.11	1014.62666666667	24.97	17.0566666666667	67.7266666666667	55.87	1.13	1013.91	24.855	15.48	50.005	47.965	4.04	1018.98	30.33	24.05	86.266	73.528	152.2	1009.578
0	9.74	16.22	3.73	4.73	74.3	60.39	92.49	12.61	1019.99	0.14	2.94	3.77	9.21	24.32	31.08	17.95	18.07	72.31	62.26	83.43	16.83	1009.86	148.5	4.27	3.18	13.8	18.2366666666667	10.52	86.17	60.6733333333333	-0.59	1018.81666666667	21.7966666666667	13.3666666666667	78.0233333333333	53.65	0.53	1016.44666666667	23.255	15.935	81.49	58.85	37.77	1013.56	28.512	22.37	88.224	75.304	360.32	1011.35
0	13.4	20.09	10.07	9.66	70.58	61.74	80.51	7.58	1014.96	0.07	5.26	3.94	8.78	25.34	28.91	21.53	22.45	82.59	69.99	90.79	8.19	1008.91	70.53	6.38	4.38	7.7	21.2366666666667	13.9366666666667	75.78	63.5133333333333	5.74	1015.63	24.2433333333333	16.7	61.11	53.01	0.14	1015.97666666667	28.16	20.045	62.92	50.26	12.43	1013.22	28.646	24.094	90.27	80.488	155.18	1009.742
0	12.46	23.15	6.16	6.54	64.14	49.48	70.71	9.09	1017.51	0.11	1.37	2.2	13.63	23.5	28.68	19.67	20.38	78.69	67.47	90.59	7.35	1011.45	166.21	5.39	5.22	8.59	22.8766666666667	16.3466666666667	78.4633333333333	69.0833333333333	1.16	1013.12666666667	27.7633333333333	20.0266666666667	69.05	59.69	103.91	1012.64	25.225	19.18	72.665	62.505	2.7	1014.34	30.806	25.806	88.384	80.222	256.22	1006.896
1	17.91	21.08	15.01	15.3	85.46	78.96	94.48	3.99	1011.99	2.24	7.18	6.69	8.3	25.8	32.16	20.09	20.34	71.09	54.87	87.04	5.54	1008.55	76.13	5.05	3.62	9.7	22.1966666666667	15.8533333333333	80.6366666666667	67.0766666666667	5.67	1014.8	24.4233333333333	17.3966666666667	75.8333333333333	62.29	0.36	1015.26333333333	33.705	25.535	61.025	49.25	0.03	1006.305	31.004	25.214	88.422	76.46	235.89	1008.522
1	17.06	23.14	10.91	12.77	79.49	74.86	88.74	8.32	1012.81	0.5	4.9	4.22	8.48	26	32.73	20.25	20.34	69.79	63.38	79.17	8.67	1005.64	9.3	3.51	2.54	11.16	23.3933333333333	15.7766666666667	72.4066666666667	65.75	6.71	1016.14	27.6166666666667	19.1166666666667	70.0933333333333	57.83	8.99	1011.49	27.35	17.3	45.745	46.44	0.04	1014.805	29.672	24.186	88.464	78.632	263.89	1007.602
0	16.32	24.51	9.47	10.46	68.14	60.7	74.35	10.22	1014.29	-0.82	3.87	2.76	8.42	24.85	31.18	18.9	16.45	62.86	54.86	82.09	10.34	1011.97	23.03	4.18	3.59	9.98	22.0333333333333	15.0233333333333	87.62	64.3366666666667	4.63	1017.51	25.3666666666667	17.7733333333333	74.2166666666667	55.7233333333333	5.62	1013.59666666667	26.29	19.24	67.125	52.71	-0.22	1014.87	32.692	24.732	70.402	58.504	71.21	1010.522
1	14.36	20.6	9.77	10.89	80.84	63.57	93.88	8.41	1016.7	16.17	4.7	4.35	4.52	23.79	28.81	19.77	19.7	80.11	67.94	94.77	9.04	1010.37	79.71	5.48	4.42	5.9	22.3166666666667	15.5433333333333	85.6933333333333	70.1233333333333	1.11	1016.05333333333	27.63	19.6566666666667	66.0666666666667	53.47	0.02	1013.28333333333	30.19	22.985	63.4	54.49	9.7	1008.705	29.018	24.35	88.72	80.528	145.56	1010.486
0	7.97	14.16	2.18	5.03	82.8	65.73	94.14	8.62	1021.06	42.19	5.32	3.62	5.49	25.18	32.63	17.35	15.89	59.74	49.76	74.33	10.4	1013.3	7.06	2.19	1.89	13.21	15.7466666666667	9.02	90.11	75.3166666666667	0.8	1018.86333333333	22.3666666666667	13.5733333333333	73.79	57.9466666666667	1.21	1016.95	21.485	13.435	64.205	52.015	0.36	1022.265	30.57	23.726	81.234	69.994	142.46	1010.128
0	7.97	14.16	2.18	5.03	82.8	65.73	94.14	8.62	1021.06	42.19	5.32	3.62	5.49	25.18	32.63	17.35	15.89	59.74	49.76	74.33	10.4	1013.3	7.06	2.19	1.89	13.21	15.7466666666667	9.02	90.11	75.3166666666667	0.8	1018.86333333333	22.3666666666667	13.5733333333333	73.79	57.9466666666667	1.21	1016.95	21.485	13.435	64.205	52.015	0.36	1022.265	30.57	23.726	81.234	69.994	142.46	1010.128
0	18.83	22.72	14.33	15.26	79.34	65.57	89.06	7.09	1015.8	0.49	6.11	5.21	9.04	27.1	32.94	21.17	22.95	78.12	69.45	80.83	6.09	1006.08	31.58	3.56	2.74	11.04	24.5833333333333	18.5533333333333	83.1433333333333	73.5333333333333	0.55	1012.36	25.9033333333333	18.5133333333333	74.3766666666667	63.3166666666667	1.44	1012.64333333333	31.67	21.02	43.895	43.445	-0.29	1009.545	29.012	24.442	90.294	84.064	164.21	1008.7
0	16.44	24.51	9.6	10.76	69.49	61.93	74.77	10.22	1014.23	1.15	3.9	2.86	8.38	24.91	31.17	19.03	16.5	63.45	55.02	82.87	9.95	1011.92	24.21	4.39	3.64	9.79	21.8533333333333	15.1466666666667	87.71	65.5966666666667	4.63	1017.50666666667	25.2033333333333	17.73	74.5466666666667	56.26	5.53	1013.61666666667	25.86	18.935	68.02	52.985	0.05	1015.875	32.462	24.718	71.844	59.826	76.07	1010.582
1	22.39	27.62	17.32	19.78	84.64	79.09	89.81	5.22	1012.29	4.12	3.9	3.91	2.78	23.65	28.36	19.09	18.29	74.4	65.32	88.59	7.32	1013.6	37.12	4.72	3.6	12.74	22.43	16.08	77.9266666666667	67.9566666666667	0.39	1016.92666666667	23.9	17.2566666666667	74.6566666666667	61.0233333333333	-0.46	1017.94333333333	34.35	24.425	50.995	46.78	0.53	1008.955	29.97	24.966	86.982	77.502	147.33	1009.716
1	14.11	19.4	8.37	9.14	70.42	52.06	85.71	7.16	1018.46	0.19	3.06	2.71	6.19	23.85	30.34	18.08	18.26	74.74	62.97	88.58	8.69	1010.2	51.47	3.79	3.08	12.24	21.0333333333333	13.25	78.69	64.5366666666667	3.82	1015.31666666667	21.42	15.0866666666667	74.23	54.4166666666667	0.34	1016.54	27.585	20.38	62.05	55.47	4.1	1010.305	28.064	23.3	91.462	81.298	209.27	1010.698
0	12.42	23.39	6	6.25	63.9	49.82	70.39	8.55	1017.54	0.09	1.43	2.17	12.5	23.52	28.67	19.71	20.38	80.1	68.01	90.67	6.69	1011.45	190.44	5.63	5.12	7.16	23.26	16.52	78.03	68.59	1.02	1013.24666666667	28.23	20.3266666666667	68.3833333333333	58.6966666666667	126.64	1012.85666666667	25.355	19.19	71.725	61.88	2.84	1014.095	31.002	25.802	88.754	80.532	274.77	1006.864
0	22.39	27.62	17.32	19.78	84.64	79.09	89.81	5.22	1012.29	4.12	3.9	3.91	2.78	23.65	28.36	19.09	18.29	74.4	65.32	88.59	7.32	1013.6	37.12	4.72	3.6	12.74	22.43	16.08	77.9266666666667	67.9566666666667	0.39	1016.92666666667	23.9	17.2566666666667	74.6566666666667	61.0233333333333	-0.46	1017.94333333333	34.35	24.425	50.995	46.78	0.53	1008.955	29.97	24.966	86.982	77.502	147.33	1009.716
1	11.27	19.12	3.39	6.41	75.1	57.82	85.09	6.07	1019.62	0	3.33	4.9	12.74	24.35	29.97	21.6	18.71	69.27	60.52	87	8.94	1010.58	15.78	5.02	3.72	11.36	25.26	18.8933333333333	78.16	66.6566666666667	5.37	1013.64	25.5666666666667	18.1666666666667	70.3133333333333	55.55	1.13	1013.37666666667	25.39	16.26	48.715	48.555	4.72	1017.79	30.128	23.828	86.712	76.29	122.83	1011.328
1	11.27	19.12	3.39	6.41	75.1	57.82	85.09	6.07	1019.62	0	3.33	4.9	12.74	24.35	29.97	21.6	18.71	69.27	60.52	87	8.94	1010.58	15.78	5.02	3.72	11.36	25.26	18.8933333333333	78.16	66.6566666666667	5.37	1013.64	25.5666666666667	18.1666666666667	70.3133333333333	55.55	1.13	1013.37666666667	25.39	16.26	48.715	48.555	4.72	1017.79	30.128	23.828	86.712	76.29	122.83	1011.328
0	18.32	24.18	11.76	16.8	87.01	81.13	93.2	5.52	1013.64	0.19	4.77	3.94	7.53	28.37	34.57	22.8	20.18	69.39	60.97	84.35	6.6	1006.34	70.07	4.38	2.39	9.27	23.43	17.56	91.3633333333333	77.7366666666667	8.69	1015.91	28.56	20.32	76.3266666666667	64.89	2.47	1011.20333333333	32.705	21.59	70.315	56.57	3.8	1008.975	30.752	25.274	82.576	75.596	178.14	1009.676
1	13.84	21.03	8.45	10.5	80.87	73.27	91.91	7.28	1012.39	2.11	4.3	4.51	10.64	23.53	30.37	17.71	14.87	66.24	56.1	79.67	12.77	1008.1	23.78	4.92	3.92	12.61	21.0466666666667	13.0133333333333	75.16	61.4033333333333	8.16	1015.48333333333	22.0433333333333	14.5533333333333	72.85	60.4766666666667	0.99	1015.65	29.725	22.405	59.33	48.895	0.09	1008.515	29.612	23.578	82.37	72.068	191.6	1008.562
1	13.34	20.17	9.69	9.34	72.49	62.88	81.64	6.38	1014.75	0.1	5.37	4.01	8.92	23.99	28.36	20.38	21.34	81.97	69.3	93.44	6.69	1009.76	94.57	6.01	4.53	8.24	21.2	13.9366666666667	74.4533333333333	61.9	4.98	1015.5	24.0733333333333	16.57	60.1366666666667	52.1633333333333	0.11	1015.42333333333	28.215	20.115	60.005	47.335	11.72	1012.21	28.514	23.188	90.222	81.384	176.91	1010.362
0	12.91	18	8.46	12.39	89.73	79.26	100.55	6.16	1019.59	14.99	5.8	5.16	4.95	27.18	33.66	21.66	21.49	73.95	62.81	89.41	8.58	1007.72	67.46	4.72	3.15	5.65	20.9766666666667	15.0833333333333	93.73	83.45	9.05	1015.74666666667	27.9366666666667	19.5566666666667	80.7866666666667	62.8233333333333	4.95	1013.86666666667	24.78	18.16	66.42	53.535	0.79	1020.935	31.296	25.996	90.692	81.6	239.02	1009.058
0	18.36	24.15	11.98	17.17	89.45	82.64	94.97	6.54	1013.75	0.28	4.79	3.83	7.77	24.61	30.13	21.4	21.7	82.62	76.5	86.4	7.47	1010.03	26.89	6.41	4.55	6.81	22.9566666666667	17.4833333333333	92.6133333333333	79.8833333333333	13.52	1016.15666666667	28.1333333333333	20.4233333333333	77.6	66.3366666666667	3.59	1011.33	32.235	21.505	71.575	57.19	3.83	1007.62	30.052	24.13	85.124	79.22	120.81	1009.836
1	11.04	19.07	3.38	6.12	75.27	58.73	85.61	6.56	1019.9	0	3.31	4.51	13.07	28.37	34.35	21.3	19.82	70.95	66	81.02	8.56	1017.99	19.45	2.16	2.53	9.82	25.0133333333333	18.53	78.63	66.9333333333333	6.66	1013.90333333333	25.4233333333333	17.9833333333333	68.89	55.29	1.14	1013.58666666667	25.235	15.525	50.175	48.835	4.67	1018.43	31.392	25.312	84.176	73.756	119.23	1011.966
0	11.56	20.31	5.23	3.19	61.81	47.93	73.02	9.06	1017.47	0	3.1	2.44	14.5	23.65	29.21	18.95	21.15	85.62	74.55	92.64	8.45	1005.83	130.5	6.38	4.8	7.82	19.9833333333333	11.3266666666667	71.8233333333333	58.0333333333333	8.75	1018.26	25.4466666666667	16.31	55.0366666666667	44.8	0	1013.62333333333	23.865	15.64	61.125	51.53	-0.16	1015.335	27.136	22.046	86.652	80.08	219.95	1012.122
1	12.91	20.97	8.59	6.08	60.97	55.78	70.15	8.91	1017.52	0	3.37	4.4	14.24	26.15	30.3	22.51	23.42	84.11	76.92	93.21	7.98	1004.86	128.07	6.2	4.82	6.66	20.5966666666667	13.9266666666667	71.05	59.9966666666667	8.67	1018.28666666667	26.3266666666667	18.0366666666667	54.3166666666667	42.96	0	1013.65666666667	24.95	17.17	66.14	46.535	-0.17	1013.78	28.052	23.61	88.07	79.518	194.81	1010.338
0	14.13	21.33	8.65	9.31	75.2	67.25	81.49	6.83	1014.59	0	3.64	2.32	7.97	24.89	28.96	21.4	21.94	83.28	75.71	91.46	7.79	1009.39	70.14	6.04	4.73	5.97	23.3833333333333	15.2833333333333	77.2633333333333	65.2766666666667	2.8	1015.15333333333	24.76	15.9166666666667	57.66	43.7033333333333	1.3	1015.99	29.945	21.52	50.93	45.89	9.65	1010.76	29.024	24.15	92.894	83.568	145.7	1009.372
1	14.36	20.6	9.77	10.89	80.84	63.57	93.88	8.41	1016.7	16.17	4.7	4.35	4.52	23.79	28.81	19.77	19.7	80.11	67.94	94.77	9.04	1010.37	79.71	5.48	4.42	5.9	22.3166666666667	15.5433333333333	85.6933333333333	70.1233333333333	1.11	1016.05333333333	27.63	19.6566666666667	66.0666666666667	53.47	0.02	1013.28333333333	30.19	22.985	63.4	54.49	9.7	1008.705	29.018	24.35	88.72	80.528	145.56	1010.486
0	18.36	24.15	11.98	17.17	89.45	82.64	94.97	6.54	1013.75	0.28	4.79	3.83	7.77	26	32.13	21.29	18.43	70.89	63.3	81.58	9.82	1009.14	55.46	4.24	3.21	11.27	22.9566666666667	17.4833333333333	92.6133333333333	79.8833333333333	13.52	1016.15666666667	28.1333333333333	20.4233333333333	77.6	66.3366666666667	3.59	1011.33	32.235	21.505	71.575	57.19	3.83	1007.62	30.748	24.65	84.592	78.666	138.44	1008.618
0	13.35	19.36	7.39	8.92	70.46	52.84	85.44	7.39	1018.11	0.19	2.81	2.52	8.42	23.82	30.32	18	17.88	74.51	62.98	88.17	8.77	1010.33	51.95	3.66	3.08	12.97	20.8166666666667	12.88	75.4733333333333	62.9033333333333	4.05	1015.33666666667	20.9633333333333	14.75	74.3333333333333	54.4366666666667	0.43	1016.73666666667	27.57	20.38	61.67	54.73	4.81	1010.28	28.082	23.21	90.942	80.612	197.92	1010.858
0	14.11	19.4	8.37	9.14	70.42	52.06	85.71	7.16	1018.46	0.19	3.06	2.71	6.19	23.85	30.34	18.08	18.26	74.74	62.97	88.58	8.69	1010.2	51.47	3.79	3.08	12.24	21.0333333333333	13.25	78.69	64.5366666666667	3.82	1015.31666666667	21.42	15.0866666666667	74.23	54.4166666666667	0.34	1016.54	27.585	20.38	62.05	55.47	4.1	1010.305	28.064	23.3	91.462	81.298	209.27	1010.698
1	18.83	22.72	14.33	15.26	79.34	65.57	89.06	7.09	1015.8	0.49	6.11	5.21	9.04	27.1	32.94	21.17	22.95	78.12	69.45	80.83	6.09	1006.08	31.58	3.56	2.74	11.04	24.5833333333333	18.5533333333333	83.1433333333333	73.5333333333333	0.55	1012.36	25.9033333333333	18.5133333333333	74.3766666666667	63.3166666666667	1.44	1012.64333333333	31.67	21.02	43.895	43.445	-0.29	1009.545	29.012	24.442	90.294	84.064	164.21	1008.7
0	14.23	21.22	8.43	8.95	72.66	64.54	81.16	5.45	1014.39	0	3.54	2.33	9.96	24.52	28.92	20.78	21.1	81.85	74.54	89.26	6.88	1009.37	54.13	5.67	4.64	6.48	23.1333333333333	15.2866666666667	76.2466666666667	63.83	4.73	1014.92333333333	24.42	16.0366666666667	56.99	42.13	5.57	1015.75333333333	29.83	22.39	62.695	45.64	12.34	1010.41	28.99	23.98	92.348	82.016	122.13	1009.296
